name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.       conc.
                                     NOx         NOy         NOy         NOy    NO3+HNO3         NO3
                   m       m  ug/m3 NO2    mol/ha/y    mol/ha/y    mol/ha/y        ug/m3       ug/m3
190            17677  757887  0.8125E-03  0.9388E-02  0.1036E-01  0.1974E-01  0.2488E-03  0.4976E-04
190            17621  752950  0.8310E-03  0.9644E-02  0.1032E-01  0.1997E-01  0.2552E-03  0.5105E-04
190            16337  749049  0.8375E-03  0.9749E-02  0.1032E-01  0.2007E-01  0.2570E-03  0.5140E-04
191            17612  701776  0.1046E-02  0.1336E-01  0.9965E-02  0.2332E-01  0.3393E-03  0.6786E-04
191            17625  697887  0.1077E-02  0.1377E-01  0.1011E-01  0.2388E-01  0.3484E-03  0.6968E-04
191            17586  692888  0.1110E-02  0.1418E-01  0.1022E-01  0.2440E-01  0.3577E-03  0.7154E-04
191            17538  687890  0.1149E-02  0.1474E-01  0.1039E-01  0.2513E-01  0.3706E-03  0.7412E-04
191            17481  682893  0.1188E-02  0.1528E-01  0.1057E-01  0.2585E-01  0.3824E-03  0.7649E-04
191            17424  677894  0.1237E-02  0.1647E-01  0.1100E-01  0.2747E-01  0.4154E-03  0.8309E-04
191            17369  672897  0.1286E-02  0.1445E-01  0.1116E-01  0.2561E-01  0.4272E-03  0.8544E-04
191            17309  667900  0.1328E-02  0.1490E-01  0.1134E-01  0.2625E-01  0.4391E-03  0.8782E-04
191            17245  662902  0.1371E-02  0.1536E-01  0.1148E-01  0.2684E-01  0.4512E-03  0.9024E-04
191            17180  657902  0.1413E-02  0.1581E-01  0.1163E-01  0.2744E-01  0.4629E-03  0.9259E-04
191            17257  654361  0.1449E-02  0.1623E-01  0.1175E-01  0.2798E-01  0.4743E-03  0.9485E-04
162            19208  410811  0.4693E-02  0.3829E-01  0.1586E-01  0.5415E-01  0.9688E-03  0.5243E-03
162            18195  407429  0.4714E-02  0.3812E-01  0.1577E-01  0.5389E-01  0.9665E-03  0.5336E-03
162            17677  402887  0.4845E-02  0.3827E-01  0.1570E-01  0.5396E-01  0.9679E-03  0.5529E-03
162            17675  397888  0.5129E-02  0.3896E-01  0.1569E-01  0.5465E-01  0.9778E-03  0.5839E-03
159            17107  392827  0.5423E-02  0.3975E-01  0.1599E-01  0.5574E-01  0.9980E-03  0.6199E-03
162            17677  395108  0.5343E-02  0.3955E-01  0.1563E-01  0.5518E-01  0.9799E-03  0.5951E-03
169            19331  392307  0.6023E-02  0.4233E-01  0.1642E-01  0.5875E-01  0.1031E-02  0.6491E-03
159            16397  388266  0.5669E-02  0.4051E-01  0.1618E-01  0.5669E-01  0.1008E-02  0.6360E-03
