name         x-coord y-coord       conc.    dry dep.    wet dep.    tot.dep.       conc.       conc.
                                     NOx         NOy         NOy         NOy    NO3+HNO3         NO3
                   m       m  ug/m3 NO2    mol/ha/y    mol/ha/y    mol/ha/y        ug/m3       ug/m3
162            14230  404300  0.1372E+00  0.1182E+01  0.5856E+00  0.1768E+01  0.3299E-01  0.1821E-01
162            13347  400387  0.1331E+00  0.1153E+01  0.5780E+00  0.1731E+01  0.3259E-01  0.1853E-01
159            13114  394093  0.1289E+00  0.1117E+01  0.5767E+00  0.1694E+01  0.3240E-01  0.1946E-01
162            13505  396267  0.1309E+00  0.1133E+01  0.5793E+00  0.1712E+01  0.3255E-01  0.1919E-01
159            13347  390387  0.1268E+00  0.1098E+01  0.5779E+00  0.1676E+01  0.3231E-01  0.1997E-01
159            13347  385387  0.1235E+00  0.1070E+01  0.5760E+00  0.1646E+01  0.3213E-01  0.2056E-01
159            13650  381070  0.1208E+00  0.1042E+01  0.5744E+00  0.1617E+01  0.3184E-01  0.2108E-01
169            15206  379836  0.1222E+00  0.1046E+01  0.5794E+00  0.1626E+01  0.3215E-01  0.2168E-01
188            14704  378110  0.1203E+00  0.1072E+01  0.5719E+00  0.1644E+01  0.3224E-01  0.2216E-01
169            14115  377876  0.1218E+00  0.1640E+01  0.5672E+00  0.2208E+01  0.3221E-01  0.2236E-01
187            14841  375339  0.1230E+00  0.2171E+01  0.4998E+00  0.2671E+01  0.3461E-01  0.2435E-01
188            14673  377099  0.1216E+00  0.1643E+01  0.5621E+00  0.2205E+01  0.3230E-01  0.2242E-01
190            19588  832293  0.1435E-01  0.1549E+00  0.2524E+00  0.4073E+00  0.4372E-02  0.8744E-03
190            18902  827592  0.1469E-01  0.1578E+00  0.2566E+00  0.4144E+00  0.4418E-02  0.8837E-03
190            18231  822719  0.1492E-01  0.1601E+00  0.2577E+00  0.4178E+00  0.4471E-02  0.8942E-03
190            17726  817881  0.1513E-01  0.1620E+00  0.2586E+00  0.4206E+00  0.4509E-02  0.9019E-03
190            17677  812887  0.1548E-01  0.1656E+00  0.2622E+00  0.4277E+00  0.4593E-02  0.9185E-03
190            17677  807887  0.1586E-01  0.1694E+00  0.2661E+00  0.4355E+00  0.4682E-02  0.9365E-03
190            17677  802887  0.1631E-01  0.1745E+00  0.2694E+00  0.4438E+00  0.4761E-02  0.9522E-03
190            17677  797887  0.1699E-01  0.1826E+00  0.2741E+00  0.4568E+00  0.4942E-02  0.9884E-03
190            17677  792887  0.1744E-01  0.1874E+00  0.2780E+00  0.4655E+00  0.5035E-02  0.1007E-02
190            17677  787887  0.1792E-01  0.1907E+00  0.2818E+00  0.4724E+00  0.5070E-02  0.1014E-02
190            17677  782887  0.1828E-01  0.1931E+00  0.2850E+00  0.4781E+00  0.5161E-02  0.1032E-02
190            17677  777887  0.1852E-01  0.1948E+00  0.2860E+00  0.4808E+00  0.5232E-02  0.1046E-02
190            17677  772887  0.1888E-01  0.1977E+00  0.2891E+00  0.4868E+00  0.5328E-02  0.1066E-02
190            17677  767887  0.1929E-01  0.2012E+00  0.2935E+00  0.4947E+00  0.5433E-02  0.1087E-02
190            17677  762887  0.1957E-01  0.2018E+00  0.2934E+00  0.4953E+00  0.5417E-02  0.1083E-02
190            17677  757887  0.1990E-01  0.2052E+00  0.2956E+00  0.5007E+00  0.5512E-02  0.1102E-02
190            17621  752950  0.2034E-01  0.2097E+00  0.2993E+00  0.5090E+00  0.5632E-02  0.1126E-02
190            16337  749049  0.2043E-01  0.2109E+00  0.2970E+00  0.5079E+00  0.5662E-02  0.1132E-02
191            17612  701776  0.2626E-01  0.2764E+00  0.3273E+00  0.6038E+00  0.7068E-02  0.1414E-02
191            17625  697887  0.2676E-01  0.2824E+00  0.3288E+00  0.6112E+00  0.7186E-02  0.1437E-02
191            17586  692888  0.2752E-01  0.2915E+00  0.3313E+00  0.6228E+00  0.7355E-02  0.1471E-02
191            17538  687890  0.2809E-01  0.3003E+00  0.3340E+00  0.6342E+00  0.7553E-02  0.1511E-02
191            17481  682893  0.2898E-01  0.3102E+00  0.3389E+00  0.6491E+00  0.7722E-02  0.1544E-02
191            17424  677894  0.2958E-01  0.3176E+00  0.3396E+00  0.6572E+00  0.7850E-02  0.1570E-02
191            17369  672897  0.3038E-01  0.2925E+00  0.3421E+00  0.6346E+00  0.8021E-02  0.1604E-02
191            17309  667900  0.3131E-01  0.3017E+00  0.3472E+00  0.6489E+00  0.8234E-02  0.1647E-02
191            17245  662902  0.3199E-01  0.3087E+00  0.3486E+00  0.6573E+00  0.8405E-02  0.1681E-02
191            17180  657902  0.3271E-01  0.3162E+00  0.3507E+00  0.6669E+00  0.8577E-02  0.1715E-02
191            17257  654361  0.3326E-01  0.3216E+00  0.3546E+00  0.6762E+00  0.8669E-02  0.1734E-02
162            19208  410811  0.1514E+00  0.1271E+01  0.6117E+00  0.1882E+01  0.3448E-01  0.1866E-01
